지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),평균최저기온(℃),평균습도(%rh),일조합(hr),일사합(MJ/m2),평균일강수량(mm),평균풍속(m/s)
0,전국,2020-11-15,10.6,18.3,4.7,75,8.2,11.12,0,1.1
0,전국,2020-11-14,10.2,18.4,3.9,75,7.1,10.99,0,1.1
0,전국,2020-11-13,9.8,18.4,3,70,8.5,11.2,0,1.1
0,전국,2020-11-12,8.7,18,1.3,64,9.3,13.05,0,0.9
0,전국,2020-11-11,7.4,16.1,0.7,61,9.4,13.13,0,1
0,전국,2020-11-10,7.2,13.8,1.6,56,9.5,13.7,0,1.4
0,전국,2020-11-09,6.5,12.1,0.4,45,8.9,13.47,0,2
0,전국,2020-11-08,9.7,15.9,4.3,48,9.3,13.87,0,2.4
0,전국,2020-11-07,13.6,20.1,8.2,67,7.1,11.51,0,1.8
0,전국,2020-11-06,12.1,16.2,8.3,65,1.4,5.28,0,0.9
0,전국,2020-11-05,8.3,16,-0.3,57,7.8,12.9,0,1
0,전국,2020-11-04,5.1,11.9,-0.3,49,9.6,15.17,0,1.9
0,전국,2020-11-03,6.6,10.6,2.3,50,8.9,13.89,0.3,3
0,전국,2020-11-02,11,16.8,5.2,67,6.5,12.18,0.6,1.3
0,전국,2020-11-01,12.2,14.2,9.6,86,0.4,2.63,3.3,1.2
0,전국,2020-10-31,11.3,18.3,4.7,70,8.1,12.72,0,1.2
0,전국,2020-10-30,10.4,18.3,3.6,65,8.7,13.86,0,1.2
0,전국,2020-10-29,9.9,17.5,3.4,57,9.2,14.31,0,1.3
0,전국,2020-10-28,13.4,19.9,8.3,64,6.3,11.98,0,1.5
0,전국,2020-10-27,12.3,20.4,5.6,75,8.9,13.25,0,1
0,전국,2020-10-26,11.5,19.7,5,72,9.4,14.52,0,1.1
0,전국,2020-10-25,11.5,19.3,4.7,65,9,14.92,0,1.6
0,전국,2020-10-24,9.2,15.2,3.6,53,10,16.61,0,2.4
0,전국,2020-10-23,10,15.1,6,54,9.6,16.38,0,2.7
0,전국,2020-10-22,13.3,18.3,9.5,75,3.2,8.86,1.2,1.8
0,전국,2020-10-21,12.9,17.3,8.6,83,0.4,5.28,6.1,0.9
0,전국,2020-10-20,13,21.7,6.5,73,9.7,15.97,0,1.1
0,전국,2020-10-19,12.8,21,6.6,72,9.3,15.41,0,1.1
0,전국,2020-10-18,12.1,20.2,5.5,70,9.7,16.52,0,1.2
0,전국,2020-10-17,12.2,19.5,6.8,74,9.4,16.2,0,1.2
0,전국,2020-10-16,11.5,16.4,6.6,74,0.8,6.67,0,0.9
0,전국,2020-10-15,12,19.1,6.4,58,8.1,15.61,0,1.4
0,전국,2020-10-14,12.5,19.4,7.3,65,5.2,10.64,0,1.3
0,전국,2020-10-13,13.3,19.3,8.6,66,6.7,13.47,0,1.6
0,전국,2020-10-12,16,22.3,11.7,77,6.9,13.4,0,1.3
0,전국,2020-10-11,15.7,21.2,10.8,77,5.3,12.2,0,1.1
0,전국,2020-10-10,16.2,21.8,11.3,70,6.7,14.48,0,1.6
0,전국,2020-10-09,16.5,22.1,11.3,62,9,16.47,0,2.6
0,전국,2020-10-08,16.3,21.9,11.5,62,9.8,18.17,0,2.7
0,전국,2020-10-07,15.5,21.6,9.7,66,8.1,15.95,0,1.7
0,전국,2020-10-06,13.5,20.2,7.7,66,10.3,19.36,0,1.5
0,전국,2020-10-05,13.8,19.4,8.2,58,10.3,18.6,0,2.3
0,전국,2020-10-04,18,22.1,13.7,75,2.6,9.29,0.4,1.7
0,전국,2020-10-03,19.3,23.9,16.5,83,3.9,10.99,2.6,1
0,전국,2020-10-02,19.3,24.4,14.7,78,7.3,14.61,0.2,1.4
0,전국,2020-10-01,18.2,23.7,13.7,79,7.2,15.29,0,1.3
0,전국,2020-09-30,17.9,24.1,13.2,79,7.6,15.61,1.1,1.3
0,전국,2020-09-29,17.2,24.2,11.5,77,8.1,16.49,0,1.1
0,전국,2020-09-28,17.3,24.3,11.9,77,10.5,19.83,0,1.2
0,전국,2020-09-27,18.2,24.2,13.3,75,9.4,18.15,0.1,1.5
0,전국,2020-09-26,18.4,24,14.3,74,7.6,16.34,0.8,1.8
0,전국,2020-09-25,19,24.4,14.4,75,6,14.19,2.1,2
0,전국,2020-09-24,19.2,24.1,15.4,74,5.7,14.81,0.9,2.1
0,전국,2020-09-23,18,22.6,13.4,73,3.1,11.61,0.2,2
0,전국,2020-09-22,17.5,23.1,13.3,73,6.7,15.81,0,1.7
0,전국,2020-09-21,16.9,23.5,11.1,73,10.1,18.77,0,1.2
0,전국,2020-09-20,17.9,24.8,12.4,70,10.9,21.41,0,1.5
0,전국,2020-09-19,18.7,25.3,13.4,75,8.9,18.32,1.2,1.5
0,전국,2020-09-18,19.3,24.2,15.1,77,5.9,16.24,0.8,1.6
0,전국,2020-09-17,20.4,23.4,17.8,87,0.5,6.83,1.8,1
0,전국,2020-09-16,21.1,24.1,19.4,90,1,7.56,3,1
0,전국,2020-09-15,21.6,27.1,17.2,81,8.3,18.75,0,1.2
0,전국,2020-09-14,20.7,26.1,16.6,82,8.4,18.72,0,1.2
0,전국,2020-09-13,20,24.5,17.1,83,5.9,16.73,1.1,1.3
0,전국,2020-09-12,19.7,22.8,17.7,88,1.3,7.7,9.5,2
0,전국,2020-09-11,20.8,24.5,18.3,86,1.2,7.74,6.4,1.6
0,전국,2020-09-10,21.9,26.9,18.5,83,7.4,16.82,0.7,1.1
0,전국,2020-09-09,21.5,26.1,18.4,84,5.6,14.38,9.4,1.6
0,전국,2020-09-08,23.2,27.4,19.5,76,8.7,18.84,0.6,2.8
0,전국,2020-09-07,20.5,23.1,17.6,87,0.5,4.74,64.8,4.5
0,전국,2020-09-06,19.9,22.8,17.7,88,0.2,5.78,13.8,2.1
0,전국,2020-09-05,20.4,23.9,17.6,86,1.1,7.58,4.2,1.1
0,전국,2020-09-04,22.5,28,17.9,74,10.4,21.86,0.1,1.7
0,전국,2020-09-03,23.7,27.2,20.2,78,6.8,16.86,47.2,4.5
0,전국,2020-09-02,24.4,26.4,23,93,0,4.22,48.3,2.4
0,전국,2020-09-01,25.3,29.5,21.6,81,4.7,15.07,1,1.5
0,전국,2020-08-31,25.5,29.2,23,83,3.2,12.14,2.5,1.8
0,전국,2020-08-30,26.5,31.3,23.8,87,5.7,15.24,6.6,1.2
0,전국,2020-08-29,26.6,30.9,24.1,88,5.1,14,14.1,1.3
0,전국,2020-08-28,27,31.5,24.4,87,5.7,17.05,16,1.4
0,전국,2020-08-27,27.3,30.7,24.8,84,3.2,12.55,10.8,2.9
0,전국,2020-08-26,27.7,31.8,24.4,79,5,14.47,15.2,3
0,전국,2020-08-25,28,33.5,23.2,77,10.3,22.16,0.2,1.5
0,전국,2020-08-24,26.5,31.8,21.7,80,9.8,21.06,0,1.3
0,전국,2020-08-23,25.4,30.6,21.9,82,8.5,20.79,1.3,1.1
0,전국,2020-08-22,25.3,29.3,22.7,85,2.8,11.6,8.9,1.4
0,전국,2020-08-21,26,30.8,22.4,83,6.2,16.44,1.1,1.3
0,전국,2020-08-20,27,33,22.5,79,9.8,23.01,0.3,1.3
0,전국,2020-08-19,27.3,33.3,22.6,77,11.3,24.7,0,1.4
0,전국,2020-08-18,27.4,32.9,23.3,80,10.6,23.95,0,1.2
0,전국,2020-08-17,27.5,32.5,23.7,81,9.4,21.8,0,1.3
0,전국,2020-08-16,27.5,32.3,23.7,81,8.1,20.12,0,1.8
0,전국,2020-08-15,27.7,31.5,24.7,83,6.3,14.69,10.3,1.8
0,전국,2020-08-14,28.1,31.6,25.4,81,6.3,15.39,0.9,2.5
0,전국,2020-08-13,27.9,31.8,24.7,83,6.7,17.83,0,1.8
0,전국,2020-08-12,26.8,30.6,24,88,4.1,13.87,5.5,1.4
0,전국,2020-08-11,25.6,28.7,23.5,91,2.3,9.69,32.2,1.8
0,전국,2020-08-10,25.6,28.7,23.7,92,1.2,7.8,32.6,1.8
0,전국,2020-08-09,25.9,29.4,23.2,87,3.6,10.76,24.9,2.6
0,전국,2020-08-08,23.7,25.3,22.2,95,0.6,4.25,72.4,1.6
0,전국,2020-08-07,23.7,25.7,22.2,94,0.2,4.94,43.3,1.3
0,전국,2020-08-06,25.3,27.8,23.3,90,0.6,6.06,30.8,2.9
0,전국,2020-08-05,26.3,29.1,24.1,89,2.3,9.78,18.8,1.9
0,전국,2020-08-04,26.8,31,23.6,85,4.5,15.41,13.7,2
0,전국,2020-08-03,26.1,29,23.8,86,1.4,8.84,23.4,2.2
0,전국,2020-08-02,26.1,29.5,23.7,87,3.1,11.63,24,2
0,전국,2020-08-01,25.8,29.8,23.1,87,3.3,12.82,11.1,1.4
0,전국,2020-07-31,25.7,30.4,22.1,86,5.8,16.28,4,1.2
0,전국,2020-07-30,24.1,27.5,22,92,2.7,10.3,34.5,1.3
0,전국,2020-07-29,23.6,25.7,22.2,96,0.6,6.14,34.1,1.1
0,전국,2020-07-28,23.2,25.9,21.4,93,0.3,7.53,15.5,1.1
0,전국,2020-07-27,22.6,25.2,20.7,92,0.1,7.49,12.2,1.1
0,전국,2020-07-26,23,27.3,20.2,86,5.3,16.3,1.6,1.3
0,전국,2020-07-25,22.1,25.4,20.1,89,1.8,11.65,8.5,1.6
0,전국,2020-07-24,21.1,23.5,19.3,90,0.7,7.52,23.4,2.5
0,전국,2020-07-23,21.5,23.3,20,95,0,3.48,69.9,2.2
0,전국,2020-07-22,22.6,24.8,21.1,94,0.3,6.3,30.4,0.9
0,전국,2020-07-21,24.7,29.3,21.3,80,7.3,22.26,4,1.2
0,전국,2020-07-20,24.9,28.5,22.3,85,1.4,9.09,8.2,2.6
0,전국,2020-07-19,23.7,26.9,19.9,86,0.8,8.44,5.9,2.2
0,전국,2020-07-18,22.6,27,18.7,79,5.7,18.88,0.5,1.5
0,전국,2020-07-17,22.8,28.6,18.2,79,10.2,24.86,0.5,1.3
0,전국,2020-07-16,21.9,27.4,17.5,81,9.5,24.29,0.5,1.2
0,전국,2020-07-15,19.9,23.3,17.6,87,3.4,14.66,3.2,1.1
0,전국,2020-07-14,19.4,21.5,17.9,90,0.5,8.41,8.9,2
0,전국,2020-07-13,19.1,20.8,17.9,94,0,4.11,85.6,2.4
0,전국,2020-07-12,20.9,23.2,18.6,87,0.7,6.36,29.2,1.9
0,전국,2020-07-11,23.8,27.9,20.8,80,3.4,15.5,0.8,1.6
0,전국,2020-07-10,23.5,27.3,21.2,87,2.5,11.5,34,1.7
0,전국,2020-07-09,24.1,29.1,19.8,80,5.9,19.65,0.7,1.6
0,전국,2020-07-08,23.9,29.2,19.6,79,9.6,24.68,0,1.4
0,전국,2020-07-07,23.8,28.3,20.7,82,6.6,18.93,0.1,1.5
0,전국,2020-07-06,22.9,27.3,19,84,4.3,16.32,4.8,1.2
0,전국,2020-07-05,22.2,26.9,18.3,80,6.8,19.79,0.1,1.2
0,전국,2020-07-04,20.9,25.2,17.8,81,4.7,17.68,0.5,1.2
0,전국,2020-07-03,20.9,24.1,18.2,81,3.1,13.35,4.9,1.6
0,전국,2020-07-02,22.2,27.8,17,77,8,22.78,0.2,1.3
0,전국,2020-07-01,20.5,25,17.3,81,4.3,14.96,1.2,1.6
0,전국,2020-06-30,20.6,23.5,18.3,86,2,9.87,27,3.2
0,전국,2020-06-29,21.5,25.5,18.5,88,0.9,8.59,39.7,2
0,전국,2020-06-28,23.6,29.2,19,77,10.6,25.59,0.2,1.5
0,전국,2020-06-27,23.3,28.9,19.1,77,6.2,19.64,0.3,1.1
0,전국,2020-06-26,22.7,27.3,19.3,78,7.8,20.45,0.4,2.1
0,전국,2020-06-25,21.5,23.7,19.7,92,0.2,6.62,4.5,1.5
0,전국,2020-06-24,21.8,24.6,19.9,85,0.2,5.19,19.5,2.1
0,전국,2020-06-23,24.4,30.4,18.6,69,8.5,22.83,0,1.5
0,전국,2020-06-22,24.2,31.2,17.4,69,12.7,28.63,0,1.4
0,전국,2020-06-21,23.1,29.2,18.1,73,11.5,26.14,0.2,1.5
0,전국,2020-06-20,22.3,27.6,18,77,9.3,23.98,0.1,1.5
0,전국,2020-06-19,21.8,27.3,17.7,76,7.5,21.91,1,1.7
0,전국,2020-06-18,19.7,22.3,17.6,84,0.4,8.41,17.7,1.5
0,전국,2020-06-17,22.1,27.1,17.1,72,6,19.78,0.9,1.4
0,전국,2020-06-16,22.8,28.9,17.3,66,11,26.84,0,1.6
0,전국,2020-06-15,23,28.6,17.7,65,11.8,26.99,0,2
0,전국,2020-06-14,23.7,27.9,20.6,81,4.8,15.98,18.2,2.3
0,전국,2020-06-13,23.9,28.8,19.9,82,5.9,20.6,19.5,1.4
0,전국,2020-06-12,23.3,27.6,20.1,85,2.5,12.29,10.1,1.2
0,전국,2020-06-11,24.4,30,20.6,81,7.2,21.14,10.3,1.4
0,전국,2020-06-10,24.9,32,19.5,70,8.7,22.36,12.2,1.5
0,전국,2020-06-09,25.5,32.9,17.9,60,12.3,27.89,0,1.5
0,전국,2020-06-08,24.1,31.4,16.9,63,12.4,27.58,0,1.4
0,전국,2020-06-07,22,28.2,16.9,67,10.4,25.55,0,1.5
0,전국,2020-06-06,21.8,27.8,17.4,73,8.7,23.05,1.3,1.8
0,전국,2020-06-05,23,29.2,18.4,73,9,22.43,0,1.6
0,전국,2020-06-04,23.8,29.7,18.7,71,9.9,24,0,2.1
0,전국,2020-06-03,21.9,27.4,16.9,74,7.6,22.91,0.2,1.7
0,전국,2020-06-02,19.3,25.2,13,61,5.9,16.79,0.5,1.5
0,전국,2020-06-01,20.6,25.9,15.6,63,11.1,27.99,0.3,2.5
0,전국,2020-05-31,20,25.5,14.4,70,6,20.9,1.7,1.5
0,전국,2020-05-30,20.3,26.8,13.8,62,8.8,24.62,0,1.4
0,전국,2020-05-29,19.3,26.2,12.5,66,11.7,27.82,0,1.4
0,전국,2020-05-28,18.1,24.7,11.8,67,10.5,26.01,0,1.6
0,전국,2020-05-27,18.3,24.5,13.2,64,12.2,28.29,0,1.9
0,전국,2020-05-26,18.2,24.3,14,74,6,19.52,0.4,1.5
0,전국,2020-05-25,17.7,22.4,13.8,78,4.2,16.43,0,1.4
0,전국,2020-05-24,18.4,23.5,13.9,80,5.9,16.29,3.8,1.9
0,전국,2020-05-23,18.2,24.3,12.5,72,10.1,25.53,0.1,1.5
0,전국,2020-05-22,16.8,22.2,12.3,74,7,20.44,0.2,1.8
0,전국,2020-05-21,15.4,21.2,9.4,73,8.5,24.28,0,1.6
0,전국,2020-05-20,13.7,19.2,8.6,72,7.3,22.15,0.3,1.8
0,전국,2020-05-19,13.4,17.1,10.5,79,4.2,12.42,8.3,2.7
0,전국,2020-05-18,18,23.2,14,85,2.8,13.89,18.4,2.2
0,전국,2020-05-17,19.3,25.3,15.1,81,7.5,22.54,0,1.4
0,전국,2020-05-16,17.4,21.9,14.5,88,3.1,13.84,0.4,1.3
0,전국,2020-05-15,15.9,18.9,14.3,87,0,2.96,17.8,1.9
0,전국,2020-05-14,18.6,26,10.4,46,8.1,21.25,0,1.5
0,전국,2020-05-13,16.1,22.9,8.6,51,12.7,29.31,0,2.3
0,전국,2020-05-12,16.3,21.7,11.7,61,10.6,23.27,0.3,3.1
0,전국,2020-05-11,18.1,24.4,12.1,60,10.6,25.94,0.3,2.4
0,전국,2020-05-10,15.6,19.5,12.8,83,4,12.44,0.4,2.4
0,전국,2020-05-09,15.7,18.2,13.4,94,0.1,3.54,33.1,2.5
0,전국,2020-05-08,17.1,23.7,9.2,57,8.6,23.54,3.6,2
0,전국,2020-05-07,16.9,23.5,10,48,11.1,26.34,0,2.2
0,전국,2020-05-06,17.7,25.5,11.2,66,11.8,27.59,0,1.9
0,전국,2020-05-05,15.4,19.9,11.8,83,2.9,11.2,1.3,1.5
0,전국,2020-05-04,19,26.2,13.5,77,9.2,22.31,0,1.9
0,전국,2020-05-03,18.3,21.6,15.6,86,2.8,11.44,12.6,1.5
0,전국,2020-05-02,20.5,25.2,16.7,74,3.8,14.32,0.4,2
0,전국,2020-05-01,20.9,27.4,14.8,70,9.5,23.22,0,2.5
0,전국,2020-04-30,17,24.4,7.1,59,10.9,25.82,0,2.3
0,전국,2020-04-29,14.8,22.9,7,49,12,26.42,0,1.8
0,전국,2020-04-28,12.8,20.3,4,52,12.3,27,0,2.2
0,전국,2020-04-27,11.2,17.9,4.4,55,10.3,22.81,0.1,2
0,전국,2020-04-26,11.9,18.2,5.6,53,10.8,25.21,0.2,2.2
0,전국,2020-04-25,13.9,21,5.9,53,10.6,22.93,0,3.5
0,전국,2020-04-24,10,16,2.6,45,12.1,26.94,0,3.1
0,전국,2020-04-23,8.4,14.3,3,47,11.3,25.71,0,3.3
0,전국,2020-04-22,7.2,11.5,3.8,43,10.4,23.19,0,3.9
0,전국,2020-04-21,8.9,13.9,4.9,45,10.5,25.44,0,3.8
0,전국,2020-04-20,11.2,16.1,7.7,75,5,14.01,0.5,2.6
0,전국,2020-04-19,10.6,14.2,7.7,86,0.2,5.4,19,2
0,전국,2020-04-18,12.2,18,7.8,74,8.4,20.49,0.7,2.1
0,전국,2020-04-17,11.5,15.3,8.6,84,2,8.32,13.8,1.9
0,전국,2020-04-16,13,20.1,5.2,58,10.6,23.74,0,2.2
0,전국,2020-04-15,12.1,20.4,4.3,47,9,21.07,0,1.6
0,전국,2020-04-14,11.8,21,2,45,11.9,26.16,0,1.8
0,전국,2020-04-13,9.2,16.1,3.4,50,9.8,23.17,0,2.5
0,전국,2020-04-12,8,13.4,3.3,74,4.8,13.59,3.9,2.3
0,전국,2020-04-11,8.7,13.6,4,68,4.9,14.55,1.9,1.4
0,전국,2020-04-10,9.4,14.4,4.9,59,6.6,18.73,0,1.6
0,전국,2020-04-09,8.7,15.5,1.3,51,10.9,23.35,0,2.1
0,전국,2020-04-08,9.7,15.9,3.9,44,11.2,24.76,0.1,2.6
0,전국,2020-04-07,11.6,18.7,4.1,50,10.4,21.08,0,2.2
0,전국,2020-04-06,8.9,16.9,-0.2,47,10.6,24,0,1.8
0,전국,2020-04-05,6.8,14.2,-0.2,42,11.8,25.49,0,2
0,전국,2020-04-04,8.9,16.2,2.8,47,10.1,21.63,0,2.9
0,전국,2020-04-03,10.4,18,2.8,44,11.4,23.98,0,2
0,전국,2020-04-02,9.3,16.8,1.9,51,10.5,21.59,0,1.8
0,전국,2020-04-01,10.6,17.4,5.4,55,5.7,15.8,0.7,2.5
0,전국,2020-03-31,11,18.9,2.6,58,10.3,21.93,0,1.4
0,전국,2020-03-30,9.9,16.9,4,61,10.8,22.73,0,1.4
0,전국,2020-03-29,7.5,14.4,0.1,62,7.9,20.16,0.1,1.6
0,전국,2020-03-28,7,11.3,3.2,52,4.6,14.74,0,2.1
0,전국,2020-03-27,11.4,16.3,6.4,84,2.8,8.3,5.8,2.2
0,전국,2020-03-26,13.2,18.2,7.6,76,2.8,9.23,7.5,1.4
0,전국,2020-03-25,11.5,19.6,2.5,57,10.3,21.09,0,1.5
0,전국,2020-03-24,9.3,17.2,1.9,58,10.8,21.65,0,1.4
0,전국,2020-03-23,9.6,17.2,2,51,11.1,21.96,0,2.1
0,전국,2020-03-22,12.1,18.5,6.1,57,10.1,21.65,0,2.4
0,전국,2020-03-21,13.1,21.1,4.4,58,8.9,18.32,0.3,2.2
0,전국,2020-03-20,9.2,15.5,2.7,42,10.9,21.69,0,2.8
0,전국,2020-03-19,9.5,15.6,4.3,53,8.2,16.26,0.1,4.3
0,전국,2020-03-18,9.5,17.7,1.3,57,10.3,21.25,0,1.6
0,전국,2020-03-17,7.2,13.5,0.6,66,6.9,12.92,0.1,2.4
0,전국,2020-03-16,4.2,10.3,-2.1,50,10.8,21.54,0.3,2.2
0,전국,2020-03-15,5.1,11,0.2,52,8.1,17.13,0.4,3.5
0,전국,2020-03-14,4.9,10.1,-1.2,44,10.5,21.26,0,2.8
0,전국,2020-03-13,6.9,13,1.3,51,7.7,16.82,0,2.2
0,전국,2020-03-12,6.5,14.7,-1.8,51,10.3,19.91,0,1.8
0,전국,2020-03-11,4.6,9.5,0.3,49,10.9,21.52,0,3
0,전국,2020-03-10,7.3,9.8,4.3,85,0.2,3.12,9.3,2.5
0,전국,2020-03-09,8.6,14.8,1.4,74,3.9,11.23,3.3,1.3
0,전국,2020-03-08,7.4,16.1,0.2,70,10.3,19.37,0,1.3
0,전국,2020-03-07,5.2,10.4,0.4,71,1.8,8.14,1.8,1
0,전국,2020-03-06,3.6,11.8,-4.2,54,10.6,19.62,0,1.2
0,전국,2020-03-05,2.2,8.3,-2.5,52,10.5,19.78,0,2.2
0,전국,2020-03-04,4.1,8.4,0.1,56,8.1,16.28,0,3.5
0,전국,2020-03-03,5.9,12,-0.1,70,5.4,13.02,0.1,1.6
0,전국,2020-03-02,5.1,9.6,1.6,58,9.2,18.15,0.1,2.6
0,전국,2020-03-01,6.7,11.9,1.9,79,2.5,9.1,0.1,1.5
0,전국,2020-02-29,6.5,12,2.6,81,4.7,12.25,0,1.3
0,전국,2020-02-28,4.2,6.5,1.4,86,0.1,3.54,2.6,1.2
0,전국,2020-02-27,5.1,10.1,1.1,71,6.6,14.83,0.1,1.5
0,전국,2020-02-26,6.9,11.8,2.9,80,4.2,11.14,1.2,1.7
0,전국,2020-02-25,7.3,9.8,5.5,91,0.2,1.69,27.7,2
0,전국,2020-02-24,6.9,14.7,-1.6,56,8.4,15.22,0.2,1.4
0,전국,2020-02-23,3.2,9.4,-2.1,52,10.3,18.11,0,2
0,전국,2020-02-22,6.2,9.9,1.8,58,8.1,13.63,1.7,3.7
0,전국,2020-02-21,6.8,13.9,-0.6,69,5.6,11.44,1.7,1.4
0,전국,2020-02-20,4.7,12.3,-1.3,66,9.7,15.28,0,1.1
0,전국,2020-02-19,2.1,9.2,-4.6,62,8.7,14.89,0,1.3
0,전국,2020-02-18,-1.7,4,-6.8,56,10,17.4,0,2.3
0,전국,2020-02-17,-3,-0.5,-5.2,65,5.2,10,1.3,3.7
0,전국,2020-02-16,1.8,8.3,-2.1,77,2.9,6.81,6.7,3.6
0,전국,2020-02-15,9.4,15.9,3.2,78,4.5,9.59,1.4,1.6
0,전국,2020-02-14,7.8,15.8,3,77,7.8,13.62,0,1.1
0,전국,2020-02-13,8,12.5,3.5,84,5.1,9.31,0.1,1.6
0,전국,2020-02-12,7.6,10,5,89,0.1,2.13,13.3,1.3
0,전국,2020-02-11,5.4,13.5,-3.2,58,8.1,13.37,0.1,1.1
0,전국,2020-02-10,3.7,10.8,-2,60,9,14.07,0,1.5
0,전국,2020-02-09,0.1,6.1,-6,57,9.5,15.28,0,1.8
0,전국,2020-02-08,1.3,5.8,-2.5,55,8.7,13.83,0.1,2.5
0,전국,2020-02-07,-0.4,5.3,-6.6,54,7.4,11.96,0,1.7
0,전국,2020-02-06,-4.2,2,-10.2,50,8.4,13.29,0,1.5
0,전국,2020-02-05,-3.6,1,-7.4,43,9.6,15.46,0,3
0,전국,2020-02-04,0.1,6.3,-6.2,57,8.9,14.04,0.3,1.8
0,전국,2020-02-03,1.3,5.7,-2.8,56,8.5,13.18,0,2.3
0,전국,2020-02-02,2.1,7.8,-2.5,67,7.7,10.86,0,1.3
0,전국,2020-02-01,2.2,7.8,-2.6,73,6.2,9.67,0,1.5
0,전국,2020-01-31,3,7.8,-0.7,73,5.1,9.45,0,1.4
0,전국,2020-01-30,4.3,8.8,0.9,72,4.5,8.59,0.9,1.5
0,전국,2020-01-29,5.4,9.4,2.4,74,2.4,6.98,0.9,1.4
0,전국,2020-01-28,6.4,10.2,3.1,75,1.8,6.95,1.1,1.9
0,전국,2020-01-27,5.7,7.8,4,78,0,1.91,15.4,3.3
0,전국,2020-01-26,5.8,10.6,0.5,73,3.7,8.38,0.5,2.1
0,전국,2020-01-25,4.8,9.2,1.2,79,1.7,6.45,0.1,1
0,전국,2020-01-24,4.2,10.5,-0.6,74,6.7,10.29,0.9,1.3
0,전국,2020-01-23,5.1,10.2,1.6,79,4.6,8.45,2,1.2
0,전국,2020-01-22,2.9,5.6,-0.2,68,0.7,3.18,4.4,1
0,전국,2020-01-21,0.4,6.9,-5.3,51,9.1,12.82,0,1.4
0,전국,2020-01-20,2.3,6.8,-1.6,57,7.6,10.73,0,2.4
0,전국,2020-01-19,2,6.8,-2.6,66,3.7,6.79,0.1,1.9
0,전국,2020-01-18,1.1,7.3,-3.6,60,6.5,10.42,0.6,1.6
0,전국,2020-01-17,0.5,6.7,-3.7,57,6,8.92,0.2,1.2
0,전국,2020-01-16,-0.6,5.6,-5.3,54,7.3,10.85,0,1.3
0,전국,2020-01-15,-1.2,4.2,-5.4,60,8.3,11.62,0,1.6
0,전국,2020-01-14,-0.6,4.5,-4.1,57,6.2,9.41,0,1.5
0,전국,2020-01-13,0.1,3.7,-3.2,59,6.9,10.01,0,2.3
0,전국,2020-01-12,1.4,4.8,-1,62,6.2,9.43,0,2.3
0,전국,2020-01-11,1.6,6.8,-2.8,65,8.1,10.66,0,1.6
0,전국,2020-01-10,0.7,7.3,-4,69,8,10.86,0,1.2
0,전국,2020-01-09,1.6,5.2,-1.6,67,7,9.47,0,2.3
0,전국,2020-01-08,5.2,11.4,2.9,79,1.9,3.77,4.6,3.8
0,전국,2020-01-07,8.7,13.4,4.8,96,0,0.96,42.4,2.1
0,전국,2020-01-06,3.2,5.6,-0.9,83,0,1.99,9.4,1.3
0,전국,2020-01-05,1.1,8.5,-5,63,7.8,10.89,0,0.9
0,전국,2020-01-04,1.1,7.7,-3.9,66,7.3,9.43,0,1.6
0,전국,2020-01-03,1.7,7.4,-2.5,66,7.9,9.83,0,1.7
0,전국,2020-01-02,1.1,6,-3.2,70,5,6.93,0,1.6
0,전국,2020-01-01,-1.3,3.6,-6.9,64,5.3,8.12,0,1.8
0,전국,2019-12-31,-4.1,0.2,-7,46,8.7,11.45,0.1,3.4
0,전국,2019-12-30,4.7,9.5,-0.1,81,1.9,4.22,0.9,2
0,전국,2019-12-29,2.2,6.4,-2.9,75,0.3,3.39,6,1.2
0,전국,2019-12-28,0.1,7.2,-5.4,62,8.1,10.28,0,1
0,전국,2019-12-27,0.2,4.8,-3.6,54,8.3,10.58,0,2.3
0,전국,2019-12-26,3.3,5.7,1.1,70,0.3,2.39,1.2,1.9
0,전국,2019-12-25,3.2,10.6,-3.5,63,6,8.54,0,1
0,전국,2019-12-24,1.6,8.6,-2.4,73,7.2,9.6,0,1.1
0,전국,2019-12-23,3.5,8.4,-1.3,75,4.3,6.47,0.7,1.5
0,전국,2019-12-22,2.6,8.7,-1.5,72,3.6,6.52,0.1,1
0,전국,2019-12-21,-0.1,4.4,-4.5,68,2,5.4,0.1,1.2
0,전국,2019-12-20,0.7,5.3,-3.2,60,6.4,8.93,0.1,1.6
0,전국,2019-12-19,1.9,6.7,-1.5,53,7.7,10.18,0,2.2
0,전국,2019-12-18,4.4,8.4,1.5,70,5.4,7.45,0.3,2.1
0,전국,2019-12-17,8,12.1,3.5,84,0.7,2.48,2.2,1.6
0,전국,2019-12-16,6.7,13.9,0.6,74,7,8.54,0,1
0,전국,2019-12-15,4.4,12.2,-1.9,70,7.3,9.22,0,1.1
0,전국,2019-12-14,3.8,8.7,-0.4,62,8.1,10.05,0.4,1.8
0,전국,2019-12-13,1.2,7.8,-5,57,6.9,8.41,0.1,1.2
0,전국,2019-12-12,1.4,5.9,-2.7,49,8.7,10.9,0,2.1
0,전국,2019-12-11,6.7,13,1.6,69,4.3,5.68,0.3,2.6
0,전국,2019-12-10,6.1,13,1.1,80,5,7.13,0.4,1.2
0,전국,2019-12-09,2.5,9.7,-4.1,71,6.3,8.5,0.1,1.2
0,전국,2019-12-08,0.8,7.7,-4,69,8.3,10.73,0,1.2
0,전국,2019-12-07,-0.3,5.7,-6.9,63,6,8.1,0,1.6
