지역번호,지역명,일시,평균기온(℃),평균최고기온(℃),평균최저기온(℃),평균습도(%rh),일조합(hr),일사합(MJ/m2),평균일강수량(mm),평균풍속(m/s)
0,전국,2019-04-02,6.7,13.4,-0.4,44,11.1,23.5,0,2.2
0,전국,2019-04-01,5.7,11.4,-0.1,45,10.7,21.61,0,2.7
0,전국,2019-03-31,5.4,9.2,2.3,48,7.9,16.14,0.2,3.8
0,전국,2019-03-30,7.2,12.2,3.7,67,6,12.36,3,3.3
0,전국,2019-03-29,10.6,17,5,54,8.2,19.45,0,1.8
0,전국,2019-03-28,10.6,16.1,6.6,63,6.4,16.28,0.6,2
0,전국,2019-03-27,12.8,19.9,4.8,57,7.8,16.27,0.1,3.3
0,전국,2019-03-26,10.5,18.7,3.2,55,10.1,21.05,0,2
0,전국,2019-03-25,7.2,13.8,0.4,58,6.7,15.36,0,2
0,전국,2019-03-24,4.7,11.3,-2.1,51,11.4,23.25,0,2.4
0,전국,2019-03-23,4.2,10.3,-0.3,54,8.4,16.17,1.4,2.7
0,전국,2019-03-22,5.2,10.5,1.6,52,9.1,20.8,0,2.9
0,전국,2019-03-21,9.8,15,4.5,74,4.3,10.17,2.1,3.6
0,전국,2019-03-20,11.4,17.2,5.3,74,1,5.91,16.1,1.9
0,전국,2019-03-19,10.7,19,2.2,54,10,17.68,0,1.6
0,전국,2019-03-18,7.5,15,-0.7,51,7.6,16.17,0,1.5
0,전국,2019-03-17,6.6,13.1,1.1,57,10.4,20.16,0,2
0,전국,2019-03-16,5.8,11.1,1.4,65,8.3,16.7,0.2,2.3
0,전국,2019-03-15,5.8,12.3,1,69,5.3,12.14,3.3,2.5
0,전국,2019-03-14,5.2,11.8,-2.4,47,9.2,18.07,0,1.9
0,전국,2019-03-13,3.9,9.4,-1.5,40,10.4,18.43,0,3.5
0,전국,2019-03-12,5.8,11.9,0.9,65,5.5,10.89,0.9,3.1
0,전국,2019-03-11,6.4,11.9,0.7,74,4.9,10.84,1.1,1.9
0,전국,2019-03-10,7.8,11.9,3.8,67,0.4,6.21,7.9,2
0,전국,2019-03-09,7.9,16.1,-1,49,8.4,15.65,0.3,1.5
0,전국,2019-03-08,6.1,14.5,-1.3,58,10.7,19.62,0,1.5
0,전국,2019-03-07,6.5,12.1,2.1,65,7.5,14.23,0.5,2.3
0,전국,2019-03-06,8.8,14.3,4.7,63,4.2,11.12,1,1.6
0,전국,2019-03-05,8.2,14.4,1.2,62,4.2,10.92,0,1.3
0,전국,2019-03-04,8.8,15.2,3.9,58,8.5,15.38,0,1.7
0,전국,2019-03-03,8.7,14.8,2.4,55,5.4,12.22,0,1.3
0,전국,2019-03-02,6.9,14.6,-0.8,57,6.7,13.84,0,1.4
0,전국,2019-03-01,6,13.7,-0.3,58,9.4,16.44,0,1.6
0,전국,2019-02-28,6.8,13.4,1.4,63,7.7,13.64,0.1,1.6
0,전국,2019-02-27,7.1,11.8,3.4,65,3.4,9.23,0.4,1.2
0,전국,2019-02-26,5.4,12.8,-1.5,53,9.6,16.96,0,1.5
0,전국,2019-02-25,6,12.8,0.8,59,8.5,14.66,0,1.8
0,전국,2019-02-24,6.1,14.3,-1.5,61,10.2,17.01,0,1.6
0,전국,2019-02-23,5,13.2,-1.3,63,8.2,14.81,0,1.5
0,전국,2019-02-22,3.9,11.1,-1.5,65,6.5,13.04,0,1.3
0,전국,2019-02-21,2.7,9.4,-2.7,68,9.1,15.27,0,1.3
0,전국,2019-02-20,2.8,7,-0.5,68,6.1,10.96,0,2.3
0,전국,2019-02-19,2.9,5.7,0.6,89,0.4,3.08,16.3,1.6
0,전국,2019-02-18,2.2,7.5,-4.4,48,4.1,9.82,0.1,1.2
0,전국,2019-02-17,-0.2,6.3,-5.7,49,10.1,16.86,0,2.3
0,전국,2019-02-16,-0.3,3.3,-3.5,56,7.7,12.79,0.1,2.9
0,전국,2019-02-15,2,6,-1.5,63,2.1,6.83,0.4,1.9
0,전국,2019-02-14,0.6,6.5,-3.7,50,6.3,12.62,0.1,1.5
0,전국,2019-02-13,0.3,5.3,-4.1,41,9.4,14.31,0,2.3
0,전국,2019-02-12,0.1,6,-6,50,8.1,13.15,0,1.6
0,전국,2019-02-11,-0.8,3.9,-4.7,41,9.2,14.66,0,2.7
0,전국,2019-02-10,-1.4,3.2,-6.3,42,3.4,9.02,0,1.8
0,전국,2019-02-09,-1.7,1.7,-4.2,38,8.6,13.82,0,3
0,전국,2019-02-08,-2,3.2,-5.9,39,7.8,12.88,0,2.1
0,전국,2019-02-07,2.1,7.4,-3.9,53,5.8,10.93,0.5,3
0,전국,2019-02-06,5.6,12.9,-1.2,60,5.7,10.13,0,1.3
0,전국,2019-02-05,2.9,11,-4.1,49,8.4,13.01,0,1.3
0,전국,2019-02-04,2.5,6.8,-1.5,42,8.9,13.76,0,2.5
0,전국,2019-02-03,5.6,9.8,2.6,89,0.2,1.39,12.8,2.1
0,전국,2019-02-02,2.1,8.5,-4.8,63,5.5,9.58,0,1.6
0,전국,2019-02-01,-1.3,4.1,-6.7,56,8.2,11.96,0,2.5
0,전국,2019-01-31,0.3,4.7,-3.8,63,2,4.13,4.9,2.3
0,전국,2019-01-30,3.5,10.1,-3.1,48,6.7,10.7,0,1.5
0,전국,2019-01-29,0,8.1,-6.5,48,9.3,13.14,0,1.3
0,전국,2019-01-28,2.6,7.2,-2.6,48,8.1,11.66,0.2,3
0,전국,2019-01-27,-0.2,7.1,-7.8,51,8.6,12.72,0,1.8
0,전국,2019-01-26,-1.8,3.7,-6.2,40,9.2,13.15,0,2.7
0,전국,2019-01-25,-0.4,5.5,-5.1,44,6.7,10.49,0,2.5
0,전국,2019-01-24,0.7,8.2,-5.2,43,9.2,12.61,0,1.5
0,전국,2019-01-23,3.1,9.6,-2.2,54,8.6,11.06,0,2.3
0,전국,2019-01-22,2.6,9,-3.2,59,8.6,11.33,0,2
0,전국,2019-01-21,0.5,6.2,-5.5,53,6.7,9.23,0,2.7
0,전국,2019-01-20,1.6,5.5,-2.8,49,8.8,11.79,0.1,3.2
0,전국,2019-01-19,2.9,9.3,-2.7,62,4.5,7.94,0.2,1
0,전국,2019-01-18,0.8,8.1,-5.1,56,8.6,11.2,0,1.5
0,전국,2019-01-17,0.4,5.4,-4,55,7.3,9.82,0,2.4
0,전국,2019-01-16,-3.2,1.7,-7.9,48,8.5,11.38,0,2.5
0,전국,2019-01-15,0.9,6.1,-3.9,61,5.3,7.28,0.1,2.7
0,전국,2019-01-14,1,7.5,-4.1,71,5.7,8.63,0,1.1
0,전국,2019-01-13,1.3,8.2,-3.2,73,8.1,10.24,0,1.3
0,전국,2019-01-12,3,7.5,-0.3,77,3,6.33,2.4,1.3
0,전국,2019-01-11,2.1,8.1,-3.4,63,6.9,9.21,0,1.3
0,전국,2019-01-10,0.5,5.1,-3.4,51,4.4,7.16,0,2
0,전국,2019-01-09,-2.9,2.9,-8,40,6.7,9.07,0,1.6
0,전국,2019-01-08,-0.7,4.2,-4.8,46,7.9,10.26,0,2.8
0,전국,2019-01-07,-0.5,5.5,-6.3,53,7.9,9.68,0,1.8
0,전국,2019-01-06,-1.3,5.7,-6.1,46,7.7,10.28,0,1.6
0,전국,2019-01-05,0.2,5.3,-4.6,49,7.7,10.07,0,2.1
0,전국,2019-01-04,-0.7,5.3,-7.3,53,4.5,6.66,0,1.4
0,전국,2019-01-03,-2.1,5,-7.7,48,8.9,11.17,0,1.6
0,전국,2019-01-02,-2.5,3.2,-7,53,8.2,10.54,0,2.1
0,전국,2019-01-01,-2.1,2.1,-5.8,58,5.4,7.35,0.1,2.5
0,전국,2018-12-31,-3.2,4,-9.9,47,8.3,10.56,0,1.5
0,전국,2018-12-30,-4.7,0.9,-9.4,48,8.6,11.03,0,1.8
0,전국,2018-12-29,-5.1,-0.7,-9.5,43,8.6,10.95,0,3
0,전국,2018-12-28,-7,-2.7,-10.7,47,7.8,9.92,0.1,2.9
0,전국,2018-12-27,-4.8,-0.5,-8.1,31,8.6,10.77,0,3.9
0,전국,2018-12-26,2.5,6.9,-1,45,6.4,9.02,0,2.2
0,전국,2018-12-25,0.4,5.4,-5.4,58,2.8,5.92,0,1.3
0,전국,2018-12-24,-0.3,5.1,-4.4,48,8.6,10.98,0,2
0,전국,2018-12-23,5.5,10.3,0.4,52,7.5,9.66,0.9,2.7
0,전국,2018-12-22,6.7,13.4,1.2,70,7.1,8.66,0,1.1
0,전국,2018-12-21,5.1,12.2,-1.3,69,5,6.68,0,1
0,전국,2018-12-20,4.2,10.5,-0.1,67,3.8,6.54,0,0.9
0,전국,2018-12-19,5.1,11.9,-0.6,66,6.9,8.66,0,1.5
0,전국,2018-12-18,2.5,8.5,-2.5,64,7.2,8.8,0,1.7
0,전국,2018-12-17,3.2,7.5,-1,61,7.3,9.11,0.1,2.2
0,전국,2018-12-16,0.6,4.5,-3.2,73,1.2,4.08,0.6,1.1
0,전국,2018-12-15,-1.9,5.7,-8.3,55,8.3,10.41,0,1.1
0,전국,2018-12-14,-2.4,3,-6.5,56,8.7,10.95,0,2
0,전국,2018-12-13,-0.3,5.1,-5.3,62,5.4,6.94,0.3,2.2
0,전국,2018-12-12,-0.5,3.8,-4.2,60,8.2,10.38,0,2.2
0,전국,2018-12-11,0.3,2.6,-3,78,0.1,2.57,1.8,1.3
0,전국,2018-12-10,-1.9,5.4,-7.9,47,7.9,10.31,0,1.4
0,전국,2018-12-09,-4.4,0.7,-8.8,42,8.3,11.25,0,2
0,전국,2018-12-08,-5,-1,-8.4,47,8,10.27,0.1,2.5
0,전국,2018-12-07,-3,3.1,-6.1,43,5.5,8.97,0,3.8
0,전국,2018-12-06,4,6.9,1.6,72,2.4,5.43,2.5,2.1
0,전국,2018-12-05,3.9,7.9,-0.3,54,5.8,8.59,0,1.9
0,전국,2018-12-04,10.2,14.1,5.2,78,1.1,3.76,12.2,2.3
0,전국,2018-12-03,12.1,15.2,9.1,92,0.6,2.6,8.6,1.1
0,전국,2018-12-02,8.5,15.3,1.2,71,5.6,7.81,0.2,1.3
0,전국,2018-12-01,5.4,11.9,1,62,5.2,8.1,0,1.2
0,전국,2018-11-30,5.1,12.1,-0.1,59,8.5,10.82,0,1.2
0,전국,2018-11-29,5,11.4,-0.9,54,4.5,6.46,0,1
0,전국,2018-11-28,5.9,12.1,1.2,54,6,8.88,0,1.5
0,전국,2018-11-27,7.8,14.9,1.5,75,6.1,8.34,0,1.3
0,전국,2018-11-26,5.9,13.9,0.6,77,8,10.41,0,1
0,전국,2018-11-25,5.7,11.3,1.8,82,5.8,8.41,0,1.2
0,전국,2018-11-24,3.7,7.1,-0.6,78,2,3.99,4.3,1.4
0,전국,2018-11-23,2.3,8.6,-2.6,50,8.5,11.58,0,1.4
0,전국,2018-11-22,4.1,8.8,-0.2,50,8.9,12.18,0,2.4
0,전국,2018-11-21,6.2,11.1,1.4,64,0.8,4.12,0.7,1.4
0,전국,2018-11-20,6.1,13.5,0.3,53,8.8,11.96,0.1,1.3
0,전국,2018-11-19,7.2,13.6,2,62,7.6,9.92,0,1.2
0,전국,2018-11-18,6.4,11.1,2,59,2,6.01,0,1.2
0,전국,2018-11-17,7.4,13.7,2.7,65,7.3,10.98,0,1.5
0,전국,2018-11-16,9,13.7,5.1,78,1.6,5.88,1,1.2
0,전국,2018-11-15,8.7,16.5,3,76,8,10.48,0,1
0,전국,2018-11-14,8.5,15.9,3.3,76,7.5,11.49,0.4,1.1
0,전국,2018-11-13,8.8,15.4,4,74,6.3,10.77,0.4,1.3
0,전국,2018-11-12,9.3,14.9,4.9,72,7.2,11.33,1,1.5
0,전국,2018-11-11,9.5,14.3,4.9,81,2.8,5.76,1.1,1
0,전국,2018-11-10,10.9,18.2,5.5,75,8.5,11.63,0,1.3
0,전국,2018-11-09,12.4,16.1,7.9,70,5.1,8.26,0.4,2.9
0,전국,2018-11-08,14,17.1,12.1,93,0,1.19,34.6,2.1
0,전국,2018-11-07,12.8,15.5,10.1,88,0.1,3.87,6.1,1
0,전국,2018-11-06,11.8,19,5.7,79,6.7,10.33,0.2,1
0,전국,2018-11-05,10.7,19.1,3.8,73,8.4,12.17,0,1
0,전국,2018-11-04,10.2,19.8,3.1,67,9.4,14.03,0,1.1
0,전국,2018-11-03,9.7,19.3,2.6,67,9.2,13.89,0,1
0,전국,2018-11-02,9,18.3,2.1,67,9.6,14.43,0,1.1
0,전국,2018-11-01,7.7,16,1.4,67,9.6,14.72,0,1.3
0,전국,2018-10-31,7.8,14.2,2.8,66,9,14.27,0,1.6
0,전국,2018-10-30,7.5,13.1,2.6,61,9.6,14.93,0,1.9
0,전국,2018-10-29,9.8,15.5,5,70,7,10.12,0.3,2
0,전국,2018-10-28,10.6,16.5,4.4,71,6.4,9.96,5,2.2
0,전국,2018-10-27,10.6,14.3,7,57,7.7,12.04,0.3,3.2
0,전국,2018-10-26,12.3,15.1,9.2,83,0.7,2.8,6.9,1.6
0,전국,2018-10-25,12.3,20.9,5.6,70,9.3,14.78,0,1.1
0,전국,2018-10-24,12.2,19.5,7.1,71,9.5,15.14,0,1.3
0,전국,2018-10-23,13.2,19.3,8.6,78,5.1,8.96,1.2,1.3
0,전국,2018-10-22,12.8,20.1,6.7,72,5.8,11.46,0,0.9
0,전국,2018-10-21,11.6,20.8,4.9,68,9.9,16.24,0,1
0,전국,2018-10-20,11.5,20.5,5.3,70,9.9,16.34,0,1.1
0,전국,2018-10-19,12.1,19.3,6.7,70,9.9,16.65,0,1.7
0,전국,2018-10-18,11.6,17.7,6.2,73,6.7,12.46,6.3,1.8
0,전국,2018-10-17,12.4,19.3,7.6,73,8.1,14.82,1.5,1.3
0,전국,2018-10-16,13,18.5,9.1,78,3.5,9.29,0.3,1.1
0,전국,2018-10-15,14,21.1,8.5,73,9.1,14.74,0,1.3
0,전국,2018-10-14,13.1,20.3,6.8,72,9.1,16.02,0,1.2
0,전국,2018-10-13,11.8,19.7,5.3,72,9.3,16.7,0,1.2
0,전국,2018-10-12,10.4,17.6,4.6,67,10.4,18.06,0,1.3
0,전국,2018-10-11,10.7,16,5.9,57,9.2,16.56,0,2.2
0,전국,2018-10-10,13.9,17.8,9.2,64,6.4,12.97,1.6,2.6
0,전국,2018-10-09,14.8,19.8,10,72,2.5,9.41,0,1.2
0,전국,2018-10-08,14.5,21.1,9.7,62,9.7,16.2,0,1.5
0,전국,2018-10-07,17.6,23.7,12.6,71,9.9,17.66,0,1.7
0,전국,2018-10-06,18.8,22,16.2,87,1.5,4.98,81.2,3.9
0,전국,2018-10-05,17.5,19.3,15.7,93,0,2.31,57.9,2.4
0,전국,2018-10-04,18.1,24.6,10.8,70,7.7,15.78,0.4,2
0,전국,2018-10-03,15.5,23.5,9.2,72,10.6,19.1,0,1.2
0,전국,2018-10-02,15.5,22.1,10.1,71,10.2,18.01,0,1.4
0,전국,2018-10-01,16,20,12.3,62,8,14.63,1.2,2.9
0,전국,2018-09-30,18.5,24.7,14.2,63,8.9,17.52,0.7,2.6
0,전국,2018-09-29,18.6,23.7,14.1,76,6.2,15.38,1.8,1.6
0,전국,2018-09-28,16.9,22.1,11.6,75,3.5,10.27,0,1.5
0,전국,2018-09-27,17.2,23.9,11.4,68,9.7,18.32,0,1.8
0,전국,2018-09-26,17.8,23.1,13.8,68,5.7,14.18,0.5,2.1
0,전국,2018-09-25,16.5,23.6,9.7,68,10.4,20.47,0.3,1.6
0,전국,2018-09-24,16.6,22.1,12.1,68,6.1,16.57,0,1.5
0,전국,2018-09-23,18.9,25.7,13.6,72,7.2,14.63,0.2,1.5
0,전국,2018-09-22,20.3,26.4,15.3,74,9.8,19.29,0.6,1.5
0,전국,2018-09-21,19.3,21.1,17.9,93,0.3,4.51,26.4,1.5
0,전국,2018-09-20,19.7,21.5,18.3,91,0,4.12,12.6,1.7
0,전국,2018-09-19,20.6,25.1,16.6,78,2.2,10.45,2.4,1
0,전국,2018-09-18,21,27.4,16,72,9.3,19.34,0,1.3
0,전국,2018-09-17,21.9,27.3,17.8,76,8.3,18.33,0.1,1.3
0,전국,2018-09-16,22.7,26.5,20.4,84,3,9.71,0.4,1.3
0,전국,2018-09-15,22,24.6,20.2,91,0.6,7.1,2.3,1.1
0,전국,2018-09-14,21.6,24.5,19,88,0.6,7.39,11,1.7
0,전국,2018-09-13,20.9,24.2,18.4,84,1.9,9.09,2.9,1.5
0,전국,2018-09-12,21,26.7,15.6,72,7.4,18.61,0.1,1.7
0,전국,2018-09-11,19.6,24.6,14.5,66,6.8,17.31,0,2.2
0,전국,2018-09-10,20.6,26,15.6,66,9.9,19.88,0.1,2
0,전국,2018-09-09,20.4,27,14.4,69,9.4,21.04,0.5,1.7
0,전국,2018-09-08,19.5,25.3,14.8,70,7.3,19.93,0,1.4
0,전국,2018-09-07,21.3,25.4,17.8,75,4,13.29,4.5,1.9
0,전국,2018-09-06,22.6,27.1,18.2,77,2.7,11.77,1.1,1.5
0,전국,2018-09-05,23.3,28.7,18.2,66,11,21.85,0,2.2
0,전국,2018-09-04,23.7,28.6,19.7,76,9.1,20.62,26.6,2.2
0,전국,2018-09-03,23.8,27.3,21.1,89,1,8.29,32.1,1.6
0,전국,2018-09-02,22.4,26.5,18.2,77,5.9,17.39,1.4,1.9
0,전국,2018-09-01,23.3,28,19.7,77,6.8,18.71,8.2,2
0,전국,2018-08-31,23.7,27.1,20.9,87,3.9,12.52,31.7,1.6
0,전국,2018-08-30,26.3,30.4,23.9,85,5.3,13.26,15.2,2
0,전국,2018-08-29,26.1,30.5,22.6,83,5.5,13.97,16.9,2
0,전국,2018-08-28,25.1,28.9,22.7,89,3.4,9.51,30.3,1.4
0,전국,2018-08-27,23.5,25.9,21.1,94,0.6,5.47,45.5,1.4
0,전국,2018-08-26,22.3,25.6,20.2,89,1.9,7.54,54.3,1.6
0,전국,2018-08-25,24.5,28.6,21.4,80,2.7,12.45,1.1,1.5
0,전국,2018-08-24,25.6,29,23.1,84,3.3,9.28,20.6,3.4
0,전국,2018-08-23,27.1,30,24.6,78,0.5,6.91,25.3,3.7
0,전국,2018-08-22,28.9,34.7,22.9,67,9.7,21.59,0,2.3
0,전국,2018-08-21,26.8,32.3,22.1,71,7.7,15.78,2.2,1.9
0,전국,2018-08-20,26.4,31.9,21.1,69,8.3,18.46,0,2.1
0,전국,2018-08-19,25.2,31.6,19.4,67,9.8,22.21,0,1.4
0,전국,2018-08-18,24.2,30.3,18.8,63,11,24.4,0,2
0,전국,2018-08-17,25.1,30.1,20.9,58,10.2,23.27,0,3.1
0,전국,2018-08-16,27.1,32,23.5,72,5.7,18.2,5.2,2.7
0,전국,2018-08-15,29.4,35.9,24.5,71,9.4,21.18,3.5,1.8
0,전국,2018-08-14,29.9,36,25,69,10.7,21.53,0,1.4
0,전국,2018-08-13,29.7,35.3,25.1,74,9.9,21.59,0.9,1.6
0,전국,2018-08-12,28.1,33,24.1,76,7,18.98,0.5,1.7
0,전국,2018-08-11,27.7,32.3,24.3,76,6.9,17.6,0.9,1.8
0,전국,2018-08-10,27.7,32.4,24.9,82,5.7,18.59,8.2,1.5
0,전국,2018-08-09,28.5,33.7,24.9,78,6.8,17.97,3,1.5
0,전국,2018-08-08,28.8,34.6,24.9,75,8.6,21.32,1.6,1.5
0,전국,2018-08-07,28.6,33.3,25.4,76,6.8,18.61,1.2,1.6
0,전국,2018-08-06,29.1,34.2,25.5,76,6.7,18.02,12.1,1.6
0,전국,2018-08-05,30,35.3,25.9,70,10,20.88,1.6,2
0,전국,2018-08-04,30.3,35.6,25.9,70,11.1,22.93,0,1.9
0,전국,2018-08-03,30.1,35.6,25.4,68,11.4,24.24,0.1,1.9
0,전국,2018-08-02,30.2,36.1,24.9,67,11.4,23.76,0,1.7
0,전국,2018-08-01,30,36.6,23.8,66,12.5,26.19,0,1.7
0,전국,2018-07-31,29.2,35.3,23.9,67,11.7,24.38,0,1.8
0,전국,2018-07-30,29,34,24.9,68,9.1,20.54,0.2,2.2
0,전국,2018-07-29,29.4,34.6,24.7,67,10.3,23.49,0.1,2.5
0,전국,2018-07-28,28.9,34.4,25.6,78,7.5,18.9,3.6,1.6
0,전국,2018-07-27,30,35.9,25.5,75,10.6,24.02,0.1,1.5
0,전국,2018-07-26,29.9,35.2,25.5,72,10.9,22.92,0,1.5
0,전국,2018-07-25,29.7,34.6,25.8,73,10.2,21.65,0,1.8
0,전국,2018-07-24,29.7,35.3,24.9,72,11.6,23.04,0,1.6
0,전국,2018-07-23,29.6,35,25.4,69,10.1,23.29,0,1.6
0,전국,2018-07-22,29.6,35.2,24.7,68,9.5,22.98,0,1.7
0,전국,2018-07-21,29.3,35.4,24,70,11.6,24.45,0,1.4
0,전국,2018-07-20,28.7,35.2,23,72,12.3,26.7,0,1.3
0,전국,2018-07-19,28.1,34,23.1,73,12,27.09,0,1.4
0,전국,2018-07-18,27.8,33.4,23,74,11.7,25.95,0,1.4
0,전국,2018-07-17,28.1,33.4,23.3,72,12.1,26.62,0,1.6
0,전국,2018-07-16,28.2,33.9,23.1,72,12.2,26.9,0,1.4
0,전국,2018-07-15,28.2,33.9,23.4,74,12.4,27.49,0,1.5
0,전국,2018-07-14,27.9,33,23.7,75,11.5,26,0,1.6
0,전국,2018-07-13,27.8,32.6,24.1,77,9.9,22.81,0,1.6
0,전국,2018-07-12,27.4,32.1,23.3,80,8.4,20.51,0,1.6
0,전국,2018-07-11,26.1,30.3,22.8,83,4.2,15.5,3.1,1.4
0,전국,2018-07-10,24,28.5,20,85,3.1,13.71,2.4,1.6
0,전국,2018-07-09,20.2,21.9,18.8,91,0.1,5.18,12.3,1.7
0,전국,2018-07-08,20.9,24.8,17.3,72,3.9,18.19,0,2.2
0,전국,2018-07-07,21.3,25.9,17.9,70,7.9,22.72,0.2,2.7
0,전국,2018-07-06,21.8,24,19.9,81,1.1,9.78,5,2.6
0,전국,2018-07-05,23.6,26.9,21.8,88,1.7,11.81,11.1,1.5
0,전국,2018-07-04,25.6,30.8,22,81,7.7,21.69,10.1,2
0,전국,2018-07-03,24.8,28.5,22.1,84,4.2,16.28,12.2,2.4
0,전국,2018-07-02,23.5,26.5,21.1,92,1.6,9.39,44.3,1.6
0,전국,2018-07-01,22.7,26,20,92,0.9,6.85,67.4,2
0,전국,2018-06-30,23.2,26.9,20.5,87,1.2,9.59,12.4,1.5
0,전국,2018-06-29,24.2,29.1,20.6,83,6.9,19.54,2.6,1.5
0,전국,2018-06-28,23,25.9,20.6,88,0.8,7.31,39.1,1.6
0,전국,2018-06-27,24.4,28.8,21.3,84,4.2,14.62,31.4,2.4
0,전국,2018-06-26,23.4,26.4,20.4,87,0.1,3.57,29.4,2.5
0,전국,2018-06-25,25.4,32.5,19,62,8.6,21.42,0,1.4
0,전국,2018-06-24,25.5,32.7,19.2,62,11.7,26.81,0,1.9
0,전국,2018-06-23,24,29.9,19.5,58,7.8,22.09,0,1.9
0,전국,2018-06-22,23.8,31,16.6,55,10.1,25.69,0,1.5
0,전국,2018-06-21,23.1,29.5,17.8,62,11.9,28.29,0,2
0,전국,2018-06-20,22.5,28.2,18,72,10.3,24.57,0,1.8
0,전국,2018-06-19,21.3,25.7,18.2,80,1.2,11.92,3.2,1.2
0,전국,2018-06-18,23.3,29.7,17.9,68,10.4,25.2,0,1.4
0,전국,2018-06-17,20.8,27,14.6,73,5.9,18.51,0,1.3
0,전국,2018-06-16,19.7,25.7,14.8,66,10.1,26.49,0,2.1
0,전국,2018-06-15,19.9,24.6,16.3,65,8.2,22.62,0.6,2.6
0,전국,2018-06-14,20.5,24.8,17.6,72,5.5,17.93,1.6,2.4
0,전국,2018-06-13,20.4,25.4,16.3,73,6,18.98,0,1.8
0,전국,2018-06-12,19.5,24.5,16,74,7.3,20.81,0.9,1.6
0,전국,2018-06-11,18.5,21.7,16.5,79,1.7,10.95,7,1.8
0,전국,2018-06-10,19.7,23.3,17.2,72,1.5,13.48,1.2,2.4
0,전국,2018-06-09,21.2,26,17.2,71,6.5,19.41,1.1,2.5
0,전국,2018-06-08,22.4,27.8,17.9,71,8.8,20.87,0,1.8
0,전국,2018-06-07,23.2,30,17.6,71,10.6,25.61,0,1.6
0,전국,2018-06-06,22.4,29,16.9,72,10.5,25.19,0,1.5
0,전국,2018-06-05,21.6,26.4,17.9,71,6.5,20.04,1.4,1.4
0,전국,2018-06-04,22.3,28.5,16.1,61,8.1,22.12,0,1.5
0,전국,2018-06-03,22.6,30.3,15.7,56,11.8,26.72,0,1.5
0,전국,2018-06-02,23.1,31.1,15.6,56,12.8,28.68,0,1.6
0,전국,2018-06-01,22.1,29.9,14.4,61,13,28.73,0,1.6
0,전국,2018-05-31,19.7,25.9,14.3,66,10.8,26.4,0,1.8
0,전국,2018-05-30,20.7,25.8,16.7,78,6.2,18.29,2.2,1.7
0,전국,2018-05-29,21.4,26.9,16.9,77,5.7,19.11,1.5,1.4
0,전국,2018-05-28,20.4,26.2,15.1,72,8,24.38,0.6,1.5
0,전국,2018-05-27,19.5,25.1,14.5,69,3,15.37,0,1.2
0,전국,2018-05-26,20,27.8,12.4,62,12.6,28.42,0,1.5
0,전국,2018-05-25,19.8,27,12.4,53,9.9,25,0,1.6
0,전국,2018-05-24,18.9,26.7,9.8,55,12.4,28.1,0,2
0,전국,2018-05-23,18.1,23.9,12.6,67,11.2,28.78,13.5,2.3
0,전국,2018-05-22,17.5,23.7,12.1,78,5.5,16.05,6.6,1.4
0,전국,2018-05-21,16.2,21.8,10.6,68,7.8,21.5,0,2.1
0,전국,2018-05-20,15.7,21.7,9.5,55,7,18.33,0,3
0,전국,2018-05-19,15.7,20.9,10.9,66,9.2,24.04,0.1,2.7
0,전국,2018-05-18,17.5,21.7,13.4,90,0.5,5.07,9.5,2.3
0,전국,2018-05-17,22.8,26.8,19.5,87,2.1,8.6,17.3,2.5
0,전국,2018-05-16,22.9,25.5,20.5,88,0.5,4.03,5.9,2.4
0,전국,2018-05-15,22.5,29.5,15,66,8.2,21.45,0,1.5
0,전국,2018-05-14,19.3,26.9,12.3,71,10.1,23.92,0,1.5
0,전국,2018-05-13,17.3,22.4,13.6,81,6.5,18.72,3.3,1.9
0,전국,2018-05-12,16,18.7,13.5,84,0.1,3.15,16.7,1.9
0,전국,2018-05-11,16.9,23.8,10.1,60,9,22.71,0,1.7
0,전국,2018-05-10,15.2,22,9.3,70,11.1,25.96,0,1.7
0,전국,2018-05-09,13.6,18.9,9.2,68,7.6,22.2,0,2.2
0,전국,2018-05-08,15.1,19.2,11.6,71,4.4,16.53,0.5,2.9
0,전국,2018-05-07,16.4,21,13.2,85,3.1,12.79,12,1.5
0,전국,2018-05-06,15.9,18.7,14.2,92,0.5,4.54,19.5,1.8
0,전국,2018-05-05,18.1,25.1,9.5,48,10,22.63,0,2.7
0,전국,2018-05-04,14.5,21,7.1,45,12.2,27.88,0,3.5
0,전국,2018-05-03,12,17.1,7.9,60,8.6,18.34,0.9,3.7
0,전국,2018-05-02,14.9,19.2,10.5,88,0.3,4.79,12.9,2.3
0,전국,2018-05-01,18.6,23.3,14,78,4.4,15.14,0.5,1.5
0,전국,2018-04-30,18.8,25.5,12.4,67,8.3,21.08,0,1.9
0,전국,2018-04-29,16.5,24.6,8.3,55,10.9,25.49,0,2
0,전국,2018-04-28,15.9,24.2,7.8,59,11.5,26.28,0,1.8
0,전국,2018-04-27,14.9,22.1,8.3,59,11,23.06,0,2
0,전국,2018-04-26,14.6,22.7,6.2,59,10.3,22.08,0,1.6
0,전국,2018-04-25,13,21,5.5,57,11.4,25.37,0.1,1.6
0,전국,2018-04-24,11.6,14.1,9,83,0.1,6.91,10.5,2.6
0,전국,2018-04-23,11.2,13.5,10.2,92,0,2.29,45.9,3.2
0,전국,2018-04-22,15.7,21.2,11.5,71,1.6,8.96,4.7,2.4
